UrSEC Description,,,,,,,,,,
تشریح,جذبات,صنف,اداکار,اداکار  کاآئی ڈی نمبر,نمونہ کی شکل,نمونہ کی شرح,فارمیٹ,دورانیہ سیکنڈز میں ,فائل کا نام,سیریل نمبر
تم تو مجھ سے بھی آگے نکل گئے,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_43,2443
تم چلے جاؤ گے,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_44,2444
تو میرے پاس کیا رہ جائے گا,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_45,2445
میرے بابا میرے ساتھ ایسا کریں گے,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_46,2446
یہ میرے ساتھ یہ سب کچھ ہو چکا ہے,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_47,2447
میں کوئی خواب دیکھ رہی ہوں,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_48,2448
کوئی ڈراؤنا خواب,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_49,2449
مجھے ایسا لگ رہا تھا جیسے,افسردہ,عورت,اقراء عزیز,7,32-Bit Float,41100 Hz,WAV,1,7_1_7_50,2450
اگر یہ میرے سامنے ایا نا ڈیڈ میں چھوڑوں گی نہیں اس کو,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_01,2451
کیا کہنا چاہتے ہو ہاں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_02,2452
پاگل ہوں میں ہاں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_03,2453
تمہیں تو پیدا ہوتے ہی گلا دبا کر مار دینا چاہیے تھا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_04,2454
کون سا حق ادا کیا ہے تم نے ابھی تک بھائی کا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_05,2455
جب وہ موحد مجھ پہ ہاتھ اٹھا رہا تھا تو تم وہاں پر خاموش کھڑے ہوئے تھے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_06,2456
جو تمہیں کرنا چاہیے تھا نا وہ اس دن زید نے کیا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_07,2457
تمہاری اتنی ہمت,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_08,2458
ڈیڈ اپ جانتے ہیں اس نے کیا کہا ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_09,2459
ڈیڈ اپ اس کو سمجھا لیں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_10,2460
میرے سامنے مت انا تم,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_11,2461
بند کریں یہ کیمرہ سمجھ نہیں ارہی ہے یہ بات,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_12,2462
تمہارے باہر نکلو,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_13,2463
طلاق دی ہے اپ کے بیٹے نے مجھے طلاق دی ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_1_14,2464
میں نے زمین سے اٹھا کر اسمان پر بٹھا دیا تھا اس کو اس نے میرے ساتھ یہ کیا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_1_15,2465
چھوڑوں گی نہیں جان سے مار دوں گی میں اس کو,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_16,2466
اج اس کی زندگی کا اخری دن ہوگا ڈیڈ,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_17,2467
کیا ہو تم اور ایسا کیا کیا ہو کیا رہا ہے یہاں پہ,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_18,2468
میں کورٹ تک لے کے جاؤں گی میں تم دونوں کی زندگی کو عذاب بنا دوں گی,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_1_19,2469
تم دونوں کو پتہ نہیں ہے تم دونوں کا واسطہ کس سے پڑا ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_20,2470
بھاڑ میں گئے اپ کے یہ سارے ثبوت,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_21,2471
اپ یہ بتانے کے لیے یہاں پہ ائے ہیں کہ ہم کیس ہار گئے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_22,2472
اپ ابھی تک یہیں کھڑے ہیں جائیے یہاں سے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_23,2473
اسے خبر بننے کا شوق ہے نا میں بناتی ہوں اسے خبر,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_24,2474
میں اسے جان سے مار دوں گی سامنے ا جائے نا میری دوست اسے جان سے مار دوں گی,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_1_25,2475
مجھ سے نکاح کر کے مجھے سٹیج پہ اسی طرح چھوڑ کر چلا گیا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_26,2476
صرف اور صرف اسی کے بھائی کی وجہ سے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_27,2477
جھوٹ بولنے کی ضرورت نہیں ہے مجھ سے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_28,2478
تمہیں سب کچھ پتہ تھا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_29,2479
ان لوگوں نے مل کر صرف ہمیں بے وقوف بنایا ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_30,2480
تماشہ تو میرا بنا ہوا ہے نا دیکھیں مجھے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_31,2481
دلہن بنے کبھی اس گھر کبھی اس گھر گھوم رہی ہوں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_32,2482
اور اس سے کہو یہاں ائے معافی مانگے مجھ سے اور مجھے عزت سے لے کر جائے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_1_33,2483
اپ ایسے ادمی کے ساتھ کہہ رہے ہیں کہ میں زندگی نبھاؤں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_34,2484
اور اوپر سے میرا یہ بھائی جو لاش  کی طرح پڑا ہوا ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_35,2485
ہاتھ نہیں لگایا نہ تو ہاتھ توڑ دوں گی میں تمہارا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_36,2486
اواز نیچی میرے سامنے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_37,2487
تیز چلاؤ گاڑی اواز نہیں ارہی ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_38,2488
بکواس بند کرو اپنی تمہاری اتنی اوقات کے مالکوں کا سامنے زبان چلاؤ,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_39,2489
جاہل ادمی,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_40,2490
سمجھا کیا ہے تم نے مجھے جیل کرواؤں گی میں تمہیں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_41,2491
اور یہ بات اپ ہی مجھ سے کہتے تھے نا بلکہ ساری دنیا مجھے یہی کہتی ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_42,2492
یہ گلاس تمہارے منہ پر بھی ٹوٹ سکتا تھا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_43,2493
میں تم سے بات کر رہی ہوں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_44,2494
زیادہ معصوم بننے کی ضرورت نہیں ہے,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_1_45,2495
اس کی ضرورت نہیں ہے باسم انکل  کی وہ واپس نہیں ائے گا,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_1_46,2496
ان کی انکھوں میں اپنے لیے ارمان نظر نہیں اتے ان کی خواہشیں  نظر نہیں اتی تمہیں,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_1_47,2497
عمیر چھوڑو کیا کر رہے ہو کیا پاگل پن ہے یہ,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_48,2498
یہی سننا چاہتے تھے نا تم یہی خوش ہو جاؤ,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_49,2499
خوش ہو جاؤ تم تم اپنے اس گھنونے مقصد میں کامیاب ہو گیے ہو,غصہ,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_1_50,2500
میں ہی ہوں جو تمہارے ساتھ گزارا کر رہی ہوں کوئی اور لڑکی سوچ بھی نہیں سکتی,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_01,2501
جو میں کہوں گی وہی ہوگا,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_02,2502
نہیں ہے مجھے ضرورت تمہاری ہمدردی کی,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_03,2503
اب جاؤ اور جا کر اپنی خوشیوں کے شادیانے بجاؤ,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_04,2504
نہیں جانا مجھے تمہارے ساتھ کہیں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_05,2505
نہیں ہے مجھے ضرورت تم لوگوں کی,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_06,2506
کیا ہوگا تمہارا,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_07,2507
میں نے کبھی اس کو اس نظر سے دیکھا ہی نہیں ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_08,2508
زید کو فون کریں رخصتی کا وقت ہونے والا ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_09,2509
یہ غلط ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_10,2510
اور تب تک واپس نہیں اؤں گی جب تک  خود اپ کا بیٹا مجھ سے ا کر معافی نہیں مانگے گا,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_11,2511
اور عزت کے ساتھ مجھے رخصت کر کے اس گھر میں نہیں لے کر ائے گا,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_12,2512
پاگل ہوں میں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_13,2513
سمجھتا کیا ہے تمہارا بھائی خود کو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_14,2514
ڈیڈ سب کی زندگیاں مکمل ہو رہی ہیں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_15,2515
لیکن میں میری زندگی میں ادھورا پن کیوں ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_16,2516
مجھ میں کوئی کمی ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_17,2517
وہی کی وہیں کھڑی ہو نا سب کے سب مجھ سے اگے چلے گئے ڈیڈ یہاں تک کہ زہد بھی چلا گیا چھوڑ کر,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_18,2518
اگر اس بھائی کے چہلم تک نکاح نہیں کروایا نا تو وہ مجھے ڈیورس دے دے گا,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_19,2519
تو اس وقت کسی پہ بھی بھروسہ نہیں ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_20,2520
جو کچھ میرے ساتھ ہو رہا ہے نا اپ نہیں سمجھیں گے میرا سر پھٹ رہا ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_21,2521
اس طرح اپ کچھ کرتے کیوں نہیں ہیں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_22,2522
اس لیے ہمارے پاس ا کر شرمندہ ہونے کی ضرورت نہیں ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_23,2523
یہ سگریٹ کا دھوا نہیں ہے تمہارے خاندان کا وجود ہے جو تم دھوے میں اڑا رہے ہو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_2_24,2524
بس کر دو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_25,2525
کتنے خودغرض ہو گئے ہو عمیر,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_26,2526
پرواہ ہے تو صرف اپنی تم کیا چاہتے ہو تمہارے ساتھ کیا ہوا تمہیں کسی اور کی کوئی پرواہ نہیں ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,6,8_1_2_27,2527
جو لوگ تم سے اتنی محبت کرتے ہیں تمہیں ان کی کوئی فکر نہیں ہے تم اتنے خود غرض ہو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_28,2528
تمہارے ہاگے ہاتھ جوڑتی ہوں عمیر چھوڑ دو یہ زد خدا کے لیے چھوڑ دو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_2_29,2529
وہ تو اپنی ممتا کی خاطر مجبور ہو کر ائی ہیں تمہارے پاس,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_30,2530
کس بات کا بدلہ لیا ہے تم نے مجھ سے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_31,2531
کیوں کیا یہ سب کچھ,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_32,2532
میرے پاس تھا ہی کیا ایک کردار کا مان ہی  تو تھا,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_33,2533
لیکن میرے پاس کچھ ایسا ہے جو اپ کا جاننا بہت ضروری ہے زید,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_34,2534
برباد کر کے رکھ دی ہے  تم نے میری زندگی,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_35,2535
میں کہیں نہیں جا رہی ہوں میری طبیعت ٹھیک نہیں ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_36,2536
سب کچھ تباہ کر دیا ہے اور کیا چاہتے ہو تم,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_37,2537
اور مجھے اپنی بربادی کا ماتم کرنے دو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_38,2538
اج کے بعد مجھ سے بات کرنے کی اور مجھ سے ملنے کی کوشش مت کرنا عمیر,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,6,8_1_2_39,2539
بس چھوڑیں نہ ختم کریں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_40,2540
یہ جھوٹ بول رہی ہیں نا ایسا نہیں ہو سکتا زین,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_41,2541
اپ میرے ساتھ ایسا نہیں کر سکتے یہ جھوٹ بول رہی ہے اپ جھوٹ بول رہے ہیں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_2_42,2542
بولیں نا زین زین یہ جھوٹ ہے بولیں,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_43,2543
بولیں میں اپ سے سننا چاہتی ہوں یہ جھوٹ ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_44,2544
یہ میرے ساتھ ایسا نہیں کر سکتے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_2_45,2545
میں بھی انسان ہوں کوئی پتھر نہیں ہوں جس کی زبان نہ ہو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_46,2546
چاہے میری زندگی برباد ہونے کے پیچھے میرے اپنے ہی کیوں نہ ہو,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_2_47,2547
نہیں ڈیڈ جان سے نہیں مارنا اسے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_2_48,2548
اسے تڑپا تڑپا کر مارنا ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_2_49,2549
مجھے بھوک نہیں لگ رہی ہے مجھے جانا ہے,خوف,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_2_50,2550
کہہ ہی رہے ہو تو دیکھ ہی لیتے ہیں کیا گفٹ لائے ہو,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_3_01,2551
اس کس کے کال کرنے باقی تھی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_02,2552
مممم میں کیا کروں گی ان سے  بات کر کے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_3_03,2553
ہاں اچھا ہے اس کے ساتھ ٹائم سپینڈ کرنا بھی اچھا لگتا ہے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_3_04,2554
اسے کوئی فرق نہیں پڑتا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_05,2555
خیر اپ جانتے ہیں پچھلے کچھ مہینے سے میں بہت سٹریس میں ہوں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_3_06,2556
میں کیا سمجھاؤں اسے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_07,2557
سو گئی وہ کیا سمجھے گا وہ میرے متعلق,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_3_08,2558
ہاں نہیں اب یو ہی بس اپ سے ملنے ایا ہوگا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_3_09,2559
خود پہ بھروسہ کرنے والی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_10,2560
ممم مجھے تو کچھ نہیں ہوا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_11,2561
تمہیں تکلیف ہو رہی ہے اور میں سو جاؤں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_12,2562
تم بھی عجیب ہو,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_13,2563
اپنی تکلیف سے زیادہ تمہیں میری نیند پیاری ہے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_14,2564
مجھے لگتا ہے چوٹ کا اسر تمہارے دماغ پہ ہو گیا ہے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_15,2565
اپ نا ماما کو مت بتائیے گا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_16,2566
میں اناڑی ہوں ذرا ان معاملوں میں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_17,2567
لیکن کریں گے کس سے ان کی شادی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_18,2568
ا ا اااااا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_19,2569
انہوں نے بتا تھا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_20,2570
اس استری میں تو زنگ لگا ہوا تھا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_21,2571
ارے نہیں بھائی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_22,2572
وہ مجھے سمجھ نہیں ا رہا تھا میں کیا کروں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_23,2573
اچھا ایسا ہی سمجھ لو,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_24,2574
کہ تمہیں جواب دینے سے پہلے خود اس کے پاس پہنچ جاتی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_3_25,2575
بے ہوشی کی حالت میں یہاں پہ  رہنا ٹھیک تھا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_3_26,2576
ہوش میں انے کے بعد یہاں اپ کے ساتھ اکیلے گھر میں رہنا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,6,8_1_3_27,2577
مناسب نہیں ہے مجھے یہاں سے جانا پڑے گا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_3_28,2578
مجھے ایک بات سمجھ نہیں ائی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_29,2579
صحیح ہوں گے اپ,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_30,2580
ممم میں  نایاب نیاب اقبال,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_3_31,2581
مم مجھے یہاں سے جانا چاہیے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_32,2582
مجھے جانا ہے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_33,2583
اپ کہہ رہے ہیں تو ایسا ہی ہوگا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_34,2584
میں بھی لاوارث ہی ہوں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_35,2585
اپ نے دارالام میں میری بات کی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_36,2586
بس اس سے اگے مجھ  سے کچھ مت پوچھیے گا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_37,2587
اپ سمجھ کیوں نہیں رہے ہیں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_38,2588
اپ مجھے سمجھ نہیں اتے ہیں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_39,2589
اا یہ گاڑی چلے گی بھی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_40,2590
یہ پچیدہ چیز کے ساتھ رکی رہے گی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_41,2591
یہ دھوک میری تختی کا حصہ بن چکی ہے ڈاکٹر صاحب,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_3_42,2592
اپ کب تک مجھے اس سے بچاتے رہیں گے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_43,2593
دیکھیے ٹھیک ہی ہوں گے اب,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_44,2594
اب کیوں مت پوچھیے گا,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_45,2595
دیکھیے مجھے جانا ہے,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_46,2596
وہ اا ایکچولی وہ کہہ رہی تھی کہ اپ سے بات کرو,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_3_47,2597
مطلب,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_3_48,2598
لیکن میں رہ لوں گی,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_3_49,2599
اپ اچھاآپ اگر کہہ رہی ہیں تو میں چلی جاتی ہوں,بوریت,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_3_50,2600
یہ نہ ہو کچھ دنوں بعد میں تمہارے ساتھ نکلنا ہی چھوڑ دوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_01,2601
اوپر کیسے نہ ائے مطلب,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_02,2602
میں بھی انسان ہوں کب تک برداشت کروں گی,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_03,2603
تمہیں پتہ ہے انڈے پراٹھے کی بو سے مجھے الٹی اتی ہے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_04,2604
پلیز جاؤ اور جا کر اسے سنبھالو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_05,2605
اور تمہاری یہ موم کہاں جا رہی ہیں وہ گھر پہ ہی ہیں نہ,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_4_06,2606
تم اس قابل نہیں ہو کہ تمہیں گھر کی کوئی بات بتائی جائے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_07,2607
ڈیڈ ائندہ مجھ سے زور سے بات نہ کیجیے گا مجھے بالکل پسند نہیں ہے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_08,2608
کیا سمجھتا ہے اپ کا بیٹا خود کو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_09,2609
